user_id,model_id
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
8,138494
8,138494
8,138494
8,138494
7,138494
7,138494
7,138494
7,138494
7,138494
6,138494
6,138494
6,138494
6,138494
6,138494
6,138494
6,138494
6,138494
7,138494
7,138494
7,138494
7,138494
6,138494
7,138494
6,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
7,138494
